Website,Packets,Bytes,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Duration,Bits/s A → B,Bits/s B → A
youtube.csv,2,2932,0,0,2,2932,0.1279750000001058,0,183285
youtube.csv,1,717,1,717,0,0,725.5867560000002,7,0
youtube.csv,1,722,1,722,0,0,247.46225100000012,23,0
youtube.csv,1,737,1,737,0,0,170.85000600000012,34,0
youtube.csv,1,1292,1,1292,0,0,43.58174299999973,237,0
youtube.csv,1,717,1,717,0,0,169.34419700000035,33,0
youtube.csv,1,722,1,722,0,0,163.17877700000008,35,0
youtube.csv,1,1466,0,0,1,1466,0.1140259999997397,0,102853
youtube.csv,1,717,1,717,0,0,2527.741813,2,0
youtube.csv,1,722,1,722,0,0,170.3354529999997,33,0
youtube.csv,1,1292,1,1292,0,0,252.8317219999999,40,0
youtube.csv,1,737,1,737,0,0,170.28933800000004,34,0
youtube.csv,1,717,1,717,0,0,171.4980019999998,33,0
youtube.csv,1,1466,0,0,1,1466,0.1137780000003658,0,103077
youtube.csv,1,1292,1,1292,0,0,170.27694699999984,60,0
youtube.csv,1,1307,1,1307,0,0,174.9223179999999,59,0
youtube.csv,1,1287,1,1287,0,0,171.00688999999966,60,0
youtube.csv,1,1292,1,1292,0,0,170.55074700000023,60,0
youtube.csv,1,1466,0,0,1,1466,0.1102449999998498,0,106381
youtube.csv,1,1292,1,1292,0,0,170.7559940000001,60,0
youtube.csv,1,1292,1,1292,0,0,7.298659000000043,1416,0
youtube.csv,1,717,1,717,0,0,190.0365109999993,30,0
youtube.csv,1,722,1,722,0,0,170.6446560000004,33,0
youtube.csv,1,1466,0,0,1,1466,0.1197820000006686,0,97911
youtube.csv,1,717,1,717,0,0,145.2178560000002,39,0
youtube.csv,1,722,1,722,0,0,141.9769299999998,40,0
youtube.csv,2,1434,2,1434,0,0,477.50612400000045,24,0
youtube.csv,1,722,1,722,0,0,170.44995199999994,33,0
youtube.csv,1,737,1,737,0,0,78.6641410000002,74,0
youtube.csv,1,717,1,717,0,0,572.8663820000002,10,0
youtube.csv,1,722,1,722,0,0,170.76461699999982,33,0
youtube.csv,1,737,1,737,0,0,171.0519059999997,34,0
youtube.csv,1,1466,0,0,1,1466,0.0925470000001951,0,126724
youtube.csv,1,717,1,717,0,0,249.40931099999943,22,0
youtube.csv,1,722,1,722,0,0,191.35376600000015,30,0
youtube.csv,1,717,1,717,0,0,75.96076300000004,75,0
youtube.csv,1,717,1,717,0,0,338.0773509999999,16,0
youtube.csv,1,722,1,722,0,0,170.53211400000055,33,0
youtube.csv,1,1466,0,0,1,1466,0.1152289999999993,0,101779
youtube.csv,1,717,1,717,0,0,597.6966360000006,9,0
youtube.csv,1,722,1,722,0,0,171.87716,33,0
youtube.csv,1,737,1,737,0,0,170.0934070000003,34,0
youtube.csv,1,717,1,717,0,0,181.1501170000001,31,0
youtube.csv,1,1292,1,1292,0,0,171.11070800000016,60,0
youtube.csv,1,1466,0,0,1,1466,0.1043280000003505,0,112414
youtube.csv,1,1287,1,1287,0,0,214.28974599999856,48,0
youtube.csv,1,1292,1,1292,0,0,170.21890799999892,60,0
youtube.csv,1,1466,0,0,1,1466,0.1302770000002056,0,90023
youtube.csv,1,1287,1,1287,0,0,290.22457100000065,35,0
youtube.csv,1,1292,1,1292,0,0,170.272465,60,0
youtube.csv,1,1287,1,1287,0,0,150.61673800000062,68,0
youtube.csv,1,717,1,717,0,0,33.31985199999872,172,0
youtube.csv,1,722,1,722,0,0,29.79029100000116,193,0
youtube.csv,1,717,1,717,0,0,188.30014200000005,30,0
youtube.csv,1,737,1,737,0,0,173.85894499999995,33,0
youtube.csv,1,737,1,737,0,0,0.0846870000004855,69621,0
youtube.csv,1,722,1,722,0,0,171.0218359999999,33,0
youtube.csv,1,1466,0,0,1,1466,0.1383690000002388,0,84758
youtube.csv,1,717,1,717,0,0,575.4281780000001,9,0
youtube.csv,1,722,1,722,0,0,170.82893999999942,33,0
youtube.csv,1,1292,1,1292,0,0,244.42046699999992,42,0
youtube.csv,1,737,1,737,0,0,152.97982500000035,38,0
youtube.csv,1,737,1,737,0,0,0.0891380000011849,66144,0
youtube.csv,1,717,1,717,0,0,148.2963980000004,38,0
youtube.csv,1,722,1,722,0,0,144.47298299999966,39,0
youtube.csv,1,1466,0,0,1,1466,0.1137720000006083,0,103083
youtube.csv,1,717,1,717,0,0,132.47021900000072,43,0
youtube.csv,1,737,1,737,0,0,129.23743399999876,45,0
youtube.csv,1,722,1,722,0,0,0.08113400000002,71190,0
youtube.csv,1,717,1,717,0,0,91.96374800000012,62,0
youtube.csv,1,722,1,722,0,0,87.7490310000012,65,0
youtube.csv,1,717,1,717,0,0,50.74620099999993,113,0
