Website,Time,Length,Protocol,Info
1,122.669212,797,0,11
1,122.673199,54,1,6
1,122.673263,54,1,6
1,122.673964,957,0,15
1,122.673964,324,0,15
1,122.673964,1326,0,10
1,122.673964,92,0,15
1,122.67451,93,0,15
1,122.674788,93,0,15
1,122.67924,54,1,6
1,122.679319,54,1,6
1,122.67949,54,1,6
1,122.679611,93,0,15
1,122.693938,92,1,6
1,122.795786,585,0,15
1,122.795818,130,0,15
1,122.799913,54,1,6
1,122.811579,1466,0,15
1,122.811849,1466,0,15
1,122.812476,1466,0,15
1,122.812668,378,0,11
1,122.812673,688,0,15
1,122.817565,92,0,15
1,122.817805,93,0,15
1,122.817912,54,1,6
1,122.818013,93,0,15
1,122.818014,54,1,6
1,122.821949,54,1,6
1,122.82553,54,1,6
1,122.825609,93,0,15
1,122.838168,92,1,6
1,123.648962,1466,1,6
1,123.649061,945,0,15
1,123.649094,1466,1,6
1,123.64912,550,0,15
1,123.662157,92,1,6
1,123.662157,92,1,6
1,123.663402,92,1,6
1,123.853642,608,0,15
1,123.853642,130,0,15
1,123.855914,54,1,6
1,123.868719,1466,0,15
1,123.870413,1466,0,15
1,123.870413,1466,0,15
1,123.870413,1466,0,15
1,123.870413,441,0,15
1,123.870413,437,0,15
1,123.875574,54,1,6
1,123.875613,1466,0,10
1,123.875613,1139,0,11
1,123.875613,92,0,15
1,123.875724,54,1,6
1,123.875767,54,1,6
1,123.8758,93,0,15
1,123.876374,93,0,15
1,123.880688,54,1,6
1,123.880757,54,1,6
1,123.880806,93,0,15
1,123.893642,92,1,6
1,123.965486,609,0,15
1,123.965506,130,0,15
1,123.971096,54,1,6
1,123.977893,1466,0,15
1,123.977893,1466,0,15
1,123.978479,1466,0,15
1,123.978479,314,0,11
1,123.978479,672,0,15
1,123.983107,54,1,6
1,123.983159,54,1,6
1,123.983787,92,0,15
1,123.983787,93,0,15
1,123.984062,93,0,15
1,123.987062,54,1,6
1,123.989083,54,1,6
1,123.989289,93,0,15
1,124.001906,92,1,6
1,124.791037,1466,1,6
1,124.791129,1090,0,15
1,124.791165,1466,1,6
1,124.791192,560,0,15
1,124.801811,92,1,6
1,124.805467,92,1,6
1,124.805725,92,1,6
1,124.806205,92,1,6
1,125.001706,610,0,15
1,125.001706,130,0,15
1,125.007985,54,1,6
1,125.017783,1466,0,15
1,125.018052,1466,0,15
1,125.01831,1466,0,15
1,125.01831,1466,0,15
1,125.01831,1165,0,10
1,125.018782,677,0,15
1,125.018782,958,0,11
1,125.019029,331,0,15
1,125.01904,464,0,15
1,125.01904,904,0,10
1,125.025859,92,0,15
1,125.025962,54,1,6
1,125.02605,54,1,6
1,125.026082,54,1,6
1,125.02611,54,1,6
1,125.026138,54,1,6
1,125.027133,93,0,15
1,125.027133,93,0,15
1,125.031833,54,1,6
1,125.031939,93,0,15
1,125.04573,92,1,6
1,125.117923,586,0,15
1,125.117923,130,0,15
1,125.12037,54,1,6
1,125.134325,1466,0,15
1,125.134603,1466,0,15
1,125.134603,1466,0,15
1,125.135021,1179,0,11
1,125.135028,700,0,15
1,125.135824,1466,0,15
1,125.135824,771,0,15
1,125.135824,1466,0,15
1,125.135824,1466,0,15
1,125.135824,762,0,15
1,125.137409,54,1,6
1,125.137483,54,1,6
1,125.137499,54,1,6
1,125.137516,54,1,6
1,125.137545,54,1,6
1,125.140795,92,0,15
1,125.141062,93,0,15
1,125.141275,93,0,15
1,125.145344,54,1,6
1,125.14544,93,0,15
1,125.158914,92,1,6
1,125.945727,1466,1,6
1,125.94584,924,0,15
1,125.945881,1466,1,6
1,125.945911,1466,1,6
1,125.945939,572,0,15
1,125.958581,92,1,6
1,125.958581,92,1,6
1,125.959117,92,1,6
1,126.14528,611,0,15
1,126.14528,130,0,15
1,126.150395,54,1,6
1,126.157044,1466,0,15
1,126.15768,1466,0,15
1,126.157802,1466,0,15
1,126.157802,1466,0,15
1,126.157802,922,0,11
1,126.157814,404,0,15
1,126.158462,1121,0,11
1,126.158474,170,0,15
1,126.158474,890,0,15
1,126.158682,738,0,11
1,126.160891,54,1,6
1,126.162898,54,1,6
1,126.162939,54,1,6
1,126.162963,54,1,6
1,126.162978,54,1,6
1,126.163812,92,0,15
1,126.163812,93,0,15
1,126.164293,93,0,15
1,126.170864,54,1,6
1,126.170913,93,0,15
1,126.181782,92,1,6
1,126.289889,586,0,15
1,126.289889,130,0,15
1,126.292567,54,1,6
1,126.304483,1466,0,15
1,126.304483,1466,0,15
1,126.304483,1466,0,15
1,126.304505,1455,0,15
1,126.304505,95,0,15
1,126.304505,683,0,15
1,126.304617,1466,0,15
1,126.304617,730,0,15
1,126.308499,92,0,15
1,126.308512,93,0,15
1,126.308832,93,0,15
1,126.31222,54,1,6
1,126.312304,54,1,6
1,126.312331,54,1,6
1,126.312359,54,1,6
1,126.31638,54,1,6
1,126.316487,93,0,15
1,126.330185,92,1,6
1,127.103031,1466,1,6
1,127.103125,944,0,15
1,127.103155,1466,1,6
1,127.10318,536,0,15
1,127.118124,92,1,6
1,127.118124,92,1,6
1,127.119219,92,1,6
1,127.300602,608,0,15
1,127.300602,130,0,15
1,127.303216,54,1,6
1,127.365415,1466,0,15
1,127.365415,1466,0,15
1,127.366816,1466,0,15
1,127.366845,1466,0,15
1,127.366845,1466,0,15
1,127.366845,787,0,10
1,127.366845,928,0,15
1,127.366845,504,0,11
1,127.366845,859,0,15
1,127.366845,460,0,11
1,127.366845,516,0,15
1,127.366881,449,0,11
1,127.366881,188,0,15
1,127.366881,374,0,15
1,127.366881,693,0,15
1,127.366881,92,0,15
1,127.366881,93,0,15
1,127.366881,93,0,15
1,127.367213,93,1,0
1,127.369324,54,1,6
1,127.36941,54,1,6
1,127.369441,54,1,6
1,127.369467,54,1,6
1,127.369491,54,1,6
1,127.369525,54,1,6
1,127.369565,54,1,6
1,127.369605,54,1,6
1,127.369639,54,1,6
1,127.369678,93,0,15
1,127.373332,66,1,6
1,127.386132,92,1,6
1,127.456881,584,0,15
1,127.457143,130,0,15
1,127.463883,54,1,6
1,127.476219,1466,0,15
1,127.476219,1466,0,15
1,127.479156,1466,0,15
1,127.479156,1285,0,11
1,127.479156,688,0,15
1,127.48129,54,1,6
1,127.485755,54,1,6
1,127.491715,1466,0,15
1,127.491715,1052,0,15
1,127.491715,1466,0,15
1,127.491715,1466,0,15
1,127.491715,1402,0,15
1,127.495673,54,1,6
1,127.49577,54,1,6
1,127.495802,54,1,6
1,127.649264,1466,0,15
1,127.649264,1455,0,15
1,127.654339,54,1,6
1,127.657124,92,0,15
1,127.657138,93,0,15
1,127.657444,93,0,15
1,127.662351,54,1,6
1,127.662445,93,0,15
1,127.678541,92,1,6
1,130.433326,1466,1,6
1,130.433418,1089,0,15
1,130.433448,1466,1,6
1,130.433472,548,0,15
1,130.44584,92,1,6
1,130.44584,92,1,6
1,130.446778,92,1,6
1,130.629878,610,0,15
1,130.629878,130,0,15
1,130.635188,54,1,6
1,130.644033,1466,0,15
1,130.64468,1466,0,15
1,130.645377,1466,0,15
1,130.645377,1466,0,15
1,130.645377,528,0,11
1,130.645377,237,0,15
1,130.645377,695,0,15
1,130.645377,924,0,15
1,130.645377,378,0,11
1,130.645377,1466,0,10
1,130.645377,178,0,15
1,130.648681,54,1,6
1,130.648749,54,1,6
1,130.64877,54,1,6
1,130.648792,54,1,6
1,130.64881,54,1,6
1,130.650375,92,0,15
1,130.650713,93,0,15
1,130.650983,93,0,15
1,130.652454,54,1,6
1,130.656551,54,1,6
1,130.656603,93,0,15
1,130.669874,92,1,6
1,130.766972,586,0,15
1,130.766972,130,0,15
1,130.772698,54,1,6
1,130.781977,1466,0,15
1,130.782185,1466,0,15
1,130.783413,1466,0,15
1,130.783413,1016,0,11
1,130.788753,54,1,6
1,130.788838,54,1,6
1,130.797946,672,0,15
1,130.797946,1466,0,15
1,130.797946,1051,0,15
1,130.797946,1466,0,15
1,130.797946,1466,0,15
1,130.797946,1384,0,15
1,130.804779,54,1,6
1,130.804873,54,1,6
1,130.804903,54,1,6
1,130.950582,1466,0,15
1,130.950582,1224,0,15
1,130.954851,54,1,6
1,130.955011,92,0,15
1,130.955277,93,0,15
1,130.956074,93,0,15
1,130.962465,54,1,6
1,130.962555,93,0,15
1,130.973892,92,1,6
1,131.520494,1466,1,6
1,131.520589,919,0,15
1,131.522572,1466,1,6
1,131.522658,1466,1,6
1,131.522695,573,0,15
1,131.534291,92,1,6
1,131.534291,92,1,6
1,131.534291,92,1,6
1,131.725073,608,0,15
1,131.725073,129,0,15
1,131.729391,54,1,6
1,131.739495,1466,0,15
1,131.741178,1466,0,15
1,131.741178,1466,0,15
1,131.741307,1466,0,15
1,131.741307,473,0,10
1,131.741307,413,0,15
1,131.741307,1466,0,15
1,131.741307,116,0,15
1,131.741307,505,0,11
1,131.743452,514,0,15
1,131.743452,161,0,15
1,131.743452,322,0,15
1,131.743452,501,0,15
1,131.745114,92,0,15
1,131.745114,93,0,15
1,131.745398,54,1,6
1,131.745431,54,1,6
1,131.745449,54,1,6
1,131.745464,54,1,6
1,131.746422,93,0,15
1,131.747451,54,1,6
1,131.747585,54,1,6
1,131.749455,54,1,6
1,131.75135,54,1,6
1,131.75142,93,0,15
1,131.76615,92,1,6
1,131.855856,586,0,15
1,131.855856,130,0,15
1,131.862674,54,1,6
1,131.869541,1466,0,15
1,131.869541,1466,0,15
1,131.870336,1466,0,15
1,131.870799,1466,0,15
1,131.870799,225,0,11
1,131.872028,685,0,15
1,131.872028,1466,0,15
1,131.872028,1466,0,15
1,131.872028,235,0,15
1,131.872028,1466,0,15
1,131.872028,1301,0,15
1,131.872028,1466,0,15
1,131.872028,1466,0,15
1,131.872028,1346,0,15
1,131.875244,92,0,15
1,131.875244,93,0,15
1,131.876158,93,0,15
1,131.876488,54,1,6
1,131.876565,54,1,6
1,131.876593,54,1,6
1,131.876616,54,1,6
1,131.876638,54,1,6
1,131.87666,54,1,6
1,131.876682,54,1,6
1,131.882507,54,1,6
1,131.882599,93,0,15
1,131.894066,92,1,6
1,134.141178,1466,1,6
1,134.14126,951,0,15
1,134.141294,1466,1,6
1,134.141319,573,0,15
1,134.154327,92,1,6
1,134.154327,92,1,6
1,134.154459,92,1,6
1,134.353247,608,0,15
1,134.353247,130,0,15
1,134.357201,54,1,6
1,134.365745,1466,0,15
1,134.366126,1466,0,15
1,134.366126,1466,0,15
1,134.366126,1429,0,11
1,134.366126,411,0,15
1,134.366126,429,0,15
1,134.366126,904,0,15
1,134.366177,404,0,11
1,134.370375,92,0,15
1,134.370683,93,0,15
1,134.371055,93,0,15
1,134.371288,54,1,6
1,134.371367,54,1,6
1,134.371395,54,1,6
1,134.371418,54,1,6
1,134.375246,54,1,6
1,134.375311,93,0,15
1,134.401825,92,1,6
1,134.471321,585,0,15
1,134.471321,130,0,15
1,134.477683,54,1,6
1,134.506216,1466,0,15
1,134.506832,1466,0,15
1,134.506832,1466,0,15
1,134.506832,728,0,11
1,134.506832,658,0,15
1,134.507131,1466,0,15
1,134.507131,1466,0,15
1,134.507131,508,0,15
1,134.513759,54,1,6
1,134.513864,54,1,6
1,134.513895,54,1,6
1,134.51392,54,1,6
1,134.521297,1466,0,15
1,134.521297,1375,0,15
1,134.529347,54,1,6
1,134.565353,1466,0,15
1,134.565603,1466,0,15
1,134.565603,463,0,15
1,134.571335,54,1,6
1,134.571385,92,0,15
1,134.571385,93,0,15
1,134.571707,93,0,15
1,134.576848,54,1,6
1,134.576915,54,1,6
1,134.576934,93,0,15
1,134.591419,92,1,6
1,135.116221,1466,1,6
1,135.116313,1067,0,15
1,135.116384,1466,1,6
1,135.116415,541,0,15
1,135.129763,92,1,6
1,135.129763,92,1,6
1,135.129984,92,1,6
1,135.315966,608,0,15
1,135.315966,130,0,15
1,135.320216,54,1,6
1,135.332145,1466,0,15
1,135.332145,1466,0,15
1,135.33236,1466,0,15
1,135.333012,1466,0,15
1,135.333012,1122,0,15
1,135.333012,895,0,11
1,135.333012,1086,0,11
1,135.333012,882,0,15
1,135.333012,471,0,15
1,135.334065,370,0,15
1,135.334065,575,0,15
1,135.334183,514,0,15
1,135.335845,54,1,6
1,135.335925,54,1,6
1,135.335953,54,1,6
1,135.335975,54,1,6
1,135.339606,92,0,15
1,135.339606,93,0,15
1,135.339728,54,1,6
1,135.339804,54,1,6
1,135.33989,93,0,15
1,135.345142,54,1,6
1,135.345224,93,0,15
1,135.357672,92,1,6
1,135.475118,586,0,15
1,135.475136,130,0,15
1,135.483031,54,1,6
1,135.490243,1466,0,15
1,135.490492,1466,0,15
1,135.490948,1466,0,15
1,135.491077,1046,0,11
1,135.491594,687,0,15
1,135.491594,1466,0,15
1,135.491594,1466,0,15
1,135.491594,1466,0,15
1,135.49161,1466,0,15
1,135.49161,1466,0,15
1,135.49161,459,0,15
1,135.491963,1466,0,15
1,135.496235,1176,0,15
1,135.496235,92,0,15
1,135.496235,93,0,15
1,135.496388,93,0,15
1,135.496978,54,1,6
1,135.497076,54,1,6
1,135.497111,54,1,6
1,135.497141,54,1,6
1,135.497168,54,1,6
1,135.497209,54,1,6
1,135.503007,54,1,6
1,135.503067,54,1,6
1,135.503113,93,0,15
1,135.513978,92,1,6
1,136.301468,1466,1,6
1,136.301566,914,0,15
1,136.301601,1466,1,6
1,136.301626,1466,1,6
1,136.301651,569,0,15
1,136.313522,92,1,6
1,136.313886,92,1,6
1,136.314172,92,1,6
1,136.52095,607,0,15
1,136.521158,130,0,15
1,136.529307,54,1,6
1,136.534879,1466,0,15
1,136.537575,1466,0,15
1,136.537575,1466,0,15
1,136.537575,1466,0,15
1,136.542337,54,1,6
1,136.542423,54,1,6
1,136.543439,1466,0,15
1,136.543439,202,0,15
1,136.543439,436,0,15
1,136.543439,1075,0,15
1,136.543439,750,0,11
1,136.543439,846,0,15
1,136.543439,1364,0,15
1,136.543972,92,0,15
1,136.543983,93,0,15
1,136.544182,93,0,15
1,136.55017,54,1,6
1,136.550265,54,1,6
1,136.550294,54,1,6
1,136.550316,54,1,6
1,136.550338,54,1,6
1,136.550369,93,0,15
1,136.561919,92,1,6
1,136.65732,584,0,15
1,136.65732,130,0,15
1,136.663219,54,1,6
1,136.674426,1466,0,15
1,136.674426,1466,0,15
1,136.674426,1466,0,15
1,136.67474,1032,0,11
1,136.67474,673,0,15
1,136.675043,1466,0,15
1,136.67538,1466,0,15
1,136.67538,508,0,15
1,136.67538,1466,0,15
1,136.67538,1375,0,15
1,136.67538,1466,0,15
1,136.675532,1139,0,15
1,136.679237,54,1,6
1,136.679288,54,1,6
1,136.679304,54,1,6
1,136.679318,54,1,6
1,136.679331,54,1,6
1,136.679346,54,1,6
1,136.68071,92,0,15
1,136.68071,93,0,15
1,136.680993,93,0,15
1,136.683217,54,1,6
1,136.683264,93,0,15
1,136.697852,92,1,6
1,137.523291,1466,1,6
1,137.523404,924,0,15
1,137.523444,1466,1,6
1,137.523476,528,0,15
1,137.538171,92,1,6
1,137.538171,92,1,6
1,137.538856,92,1,6
1,137.725608,607,0,15
1,137.725608,130,0,15
1,137.732077,54,1,6
1,137.739246,1466,0,15
1,137.739837,1466,0,15
1,137.740118,1466,0,15
1,137.74108,1466,0,15
1,137.74108,1111,0,10
1,137.74108,1091,0,15
1,137.74108,354,0,11
1,137.74108,1466,0,10
1,137.74108,93,0,15
1,137.743872,54,1,6
1,137.74391,54,1,6
1,137.743928,54,1,6
1,137.743943,54,1,6
1,137.746042,92,0,15
1,137.746042,93,0,15
1,137.746358,93,0,15
1,137.751758,54,1,6
1,137.751804,54,1,6
1,137.751828,93,0,15
1,137.7657,92,1,6
1,137.855784,587,0,15
1,137.855784,130,0,15
1,137.863052,54,1,6
1,137.8702,1466,0,15
1,137.870425,1466,0,15
1,137.87085,1466,0,15
1,137.871116,1466,0,15
1,137.871841,377,0,11
1,137.871841,682,0,15
1,137.871841,1466,0,15
1,137.871841,960,0,15
1,137.871861,1466,0,15
1,137.871861,1466,0,15
1,137.871861,346,0,15
1,137.871861,1466,0,15
1,137.871861,655,0,15
1,137.874148,54,1,6
1,137.874236,54,1,6
1,137.874265,54,1,6
1,137.874292,54,1,6
1,137.874318,54,1,6
1,137.874363,54,1,6
1,137.877743,92,0,15
1,137.877743,93,0,15
1,137.877894,93,0,15
1,137.882186,54,1,6
1,137.882285,54,1,6
1,137.882326,93,0,15
1,137.894398,92,1,6
1,138.703572,1466,1,6
1,138.703673,1068,0,15
1,138.703711,1466,1,6
1,138.703738,526,0,15
1,138.718033,92,1,6
1,138.718033,92,1,6
1,138.718276,92,1,6
1,138.95146,609,0,15
1,138.95146,130,0,15
1,138.955555,54,1,6
1,138.970603,1466,0,15
1,138.970603,1466,0,15
1,138.97135,1466,0,15
1,138.97135,1466,0,11
1,138.97135,155,0,15
1,138.971463,404,0,15
1,138.971463,409,0,15
1,138.971483,908,0,15
1,138.971483,150,0,15
1,138.971483,333,0,15
1,138.971483,567,0,15
1,138.971483,172,0,15
1,138.971483,202,0,15
1,138.971483,548,0,15
1,138.979391,92,0,15
1,138.979391,93,0,15
1,138.979575,54,1,6
1,138.979655,54,1,6
1,138.979688,54,1,6
1,138.979723,54,1,6
1,138.979754,54,1,6
1,138.979784,54,1,6
1,138.979812,54,1,6
1,138.980015,93,0,15
1,138.984126,54,1,6
1,138.984239,93,0,15
1,138.997733,92,1,6
1,139.028892,582,0,15
1,139.028892,130,0,15
1,139.036352,54,1,6
1,139.040633,1466,0,15
1,139.040633,1466,0,15
1,139.04116,1466,0,15
1,139.041384,1466,0,15
1,139.04139,382,0,11
1,139.041496,679,0,15
1,139.041496,1466,0,15
1,139.041496,960,0,15
1,139.041736,1466,0,15
1,139.041736,1466,0,15
1,139.045221,344,0,15
1,139.045221,1466,0,15
1,139.045221,1303,0,15
1,139.046177,92,0,15
1,139.046367,93,0,15
1,139.046652,93,0,15
1,139.048292,54,1,6
1,139.048379,54,1,6
1,139.048411,54,1,6
1,139.048441,54,1,6
1,139.048483,54,1,6
1,139.052272,54,1,6
1,139.052358,54,1,6
1,139.052611,54,1,6
1,139.05265,93,0,15
1,139.07063,92,1,6
1,139.945496,1466,1,6
1,139.945606,825,0,15
1,139.945644,1466,1,6
1,139.945671,1466,1,6
1,139.945698,629,0,15
1,139.957897,92,1,6
1,139.957897,92,1,6
1,139.958291,92,1,6
1,140.135988,607,0,15
1,140.136005,130,0,15
1,140.142432,54,1,6
1,140.149163,1466,0,15
1,140.149414,1466,0,15
1,140.149626,1466,0,15
1,140.149815,1466,0,15
1,140.15024,1405,0,10
1,140.15024,1466,0,11
1,140.15024,341,0,11
1,140.15024,811,0,15
1,140.15044,298,0,15
1,140.15044,189,0,15
1,140.150449,935,0,10
1,140.150605,515,0,15
1,140.151864,54,1,6
1,140.151944,54,1,6
1,140.155518,92,0,15
1,140.155518,93,0,15
1,140.155887,93,0,15
1,140.155899,54,1,6
1,140.155979,54,1,6
1,140.156016,54,1,6
1,140.156046,54,1,6
1,140.159864,54,1,6
1,140.15995,93,0,15
1,140.173548,92,1,6
1,140.271021,585,0,15
1,140.271021,130,0,15
1,140.275113,54,1,6
1,140.28522,1466,0,15
1,140.285439,1466,0,15
1,140.285821,1466,0,15
1,140.286088,1466,0,15
1,140.286088,805,0,11
1,140.28626,1466,0,15
1,140.28626,960,0,15
1,140.286884,1466,0,15
1,140.286884,1466,0,15
1,140.286884,1466,0,15
1,140.286884,342,0,15
1,140.286884,732,0,15
1,140.290926,92,0,15
1,140.291099,54,1,6
1,140.291161,93,0,15
1,140.291163,54,1,6
1,140.291185,54,1,6
1,140.291207,54,1,6
1,140.29123,54,1,6
1,140.291238,93,0,15
1,140.291266,54,1,6
1,140.296958,54,1,6
1,140.297037,93,0,15
1,140.310046,92,1,6
1,141.149801,1466,1,6
1,141.149901,943,0,15
1,141.149936,1466,1,6
1,141.149961,544,0,15
1,141.165872,92,1,6
1,141.165884,92,1,6
1,141.166109,92,1,6
1,141.347326,608,0,15
1,141.347326,130,0,15
1,141.352689,54,1,6
1,141.361448,1466,0,15
1,141.361641,1466,0,15
1,141.361784,1466,0,15
1,141.362402,1466,0,15
1,141.362402,1466,0,15
1,141.362402,1466,0,10
1,141.362402,593,0,15
1,141.362419,180,0,15
1,141.362419,833,0,15
1,141.362675,233,0,15
1,141.362675,1002,0,10
1,141.362675,700,0,15
1,141.363093,506,0,15
1,141.365298,54,1,6
1,141.369233,92,0,15
1,141.369233,93,0,15
1,141.369298,54,1,6
1,141.36937,54,1,6
1,141.369399,54,1,6
1,141.369423,54,1,6
1,141.369439,93,0,15
1,141.369457,54,1,6
1,141.375385,54,1,6
1,141.375469,54,1,6
1,141.375498,93,0,15
1,141.390217,92,1,6
1,141.518994,583,0,15
1,141.519011,130,0,15
1,141.52304,54,1,6
1,141.539561,1466,0,15
1,141.540005,1466,0,15
1,141.540005,1466,0,15
1,141.540005,1416,0,15
1,141.540005,95,0,15
1,141.540005,688,0,15
1,141.540005,1466,0,15
1,141.540005,960,0,15
1,141.540285,1466,0,15
1,141.540295,758,0,15
1,141.540698,1466,0,15
1,141.540698,873,0,15
1,141.546835,54,1,6
1,141.546927,54,1,6
1,141.546956,54,1,6
1,141.546979,54,1,6
1,141.547002,54,1,6
1,141.547036,54,1,6
1,141.547109,92,0,15
1,141.547123,93,0,15
1,141.548412,93,0,15
1,141.550754,54,1,6
1,141.550866,93,0,15
1,141.565725,92,1,6
1,142.402346,1466,1,6
1,142.402448,1080,0,15
1,142.402485,1466,1,6
1,142.402512,549,0,15
1,142.418068,92,1,6
1,142.418068,92,1,6
1,142.418537,92,1,6
1,142.492258,609,0,15
1,142.492275,130,0,15
1,142.495803,553,0,15
1,142.495803,95,0,15
1,142.496306,54,1,6
1,142.499855,92,0,15
1,142.50017,93,0,15
1,142.500265,54,1,6
1,142.500436,93,0,15
1,142.504188,54,1,6
1,142.504274,93,0,15
1,142.518227,92,1,6
1,142.60422,584,0,15
1,142.60422,130,0,15
1,142.609705,54,1,6
1,142.618343,1466,0,15
1,142.618615,1466,0,15
1,142.619855,1466,0,15
1,142.620149,1466,0,15
1,142.620149,1420,0,11
1,142.620149,1466,0,10
1,142.620149,535,0,15
1,142.620167,951,0,15
1,142.620167,350,0,15
1,142.620167,1299,0,15
1,142.620167,673,0,15
1,142.623811,54,1,6
1,142.623874,54,1,6
1,142.623893,54,1,6
1,142.623907,54,1,6
1,142.623921,54,1,6
1,142.624937,92,0,15
1,142.624952,93,0,15
1,142.625373,93,0,15
1,142.627762,54,1,6
1,142.62785,54,1,6
1,142.62788,93,0,15
1,142.643261,92,1,6
1,143.355297,1466,1,6
1,143.355405,924,0,15
1,143.355445,1466,1,6
1,143.355473,1466,1,6
1,143.3555,590,0,15
1,143.369917,92,1,6
1,143.36999,92,1,6
1,143.370523,92,1,6
1,143.445818,611,0,15
1,143.446049,130,0,15
1,143.448375,553,0,15
1,143.448375,95,0,15
1,143.448814,54,1,6
1,143.452789,54,1,6
1,143.452819,92,0,15
1,143.452832,93,0,15
1,143.45423,93,0,15
1,143.458854,54,1,6
1,143.458939,93,0,15
1,143.470101,92,1,6
1,143.579781,586,0,15
1,143.579781,130,0,15
1,143.580998,1466,0,15
1,143.581083,1466,0,15
1,143.581083,1466,0,15
1,143.581083,1466,0,15
1,143.581083,810,0,10
1,143.581083,361,0,15
1,143.581083,917,0,15
1,143.581109,622,0,11
1,143.581109,438,0,15
1,143.581109,92,0,15
1,143.581109,93,0,15
1,143.581109,93,0,15
1,143.58458,54,1,6
1,143.584664,54,1,6
1,143.584692,54,1,6
1,143.584723,54,1,6
1,143.58475,54,1,6
1,143.584776,54,1,6
1,143.58481,54,1,6
1,143.584847,93,0,15
1,143.597834,92,1,6
1,144.285588,1466,1,6
1,144.285695,958,0,15
1,144.285735,1466,1,6
1,144.285764,577,0,15
1,144.29825,92,1,6
1,144.298279,92,1,6
1,144.298554,92,1,6
1,144.371951,610,0,15
1,144.371973,130,0,15
1,144.374734,553,0,15
1,144.374734,95,0,15
1,144.376867,54,1,6
1,144.38076,92,0,15
1,144.380895,54,1,6
1,144.38107,93,0,15
1,144.3815,93,0,15
1,144.384952,54,1,6
1,144.385161,93,0,15
1,144.398298,92,1,6
1,144.471932,585,0,15
1,144.472138,130,0,15
1,144.477912,54,1,6
1,144.48608,1466,0,15
1,144.486096,1466,0,15
1,144.48646,1466,0,15
1,144.486712,1466,0,15
1,144.486712,589,0,10
1,144.487053,629,0,11
1,144.487064,324,0,15
1,144.487064,1016,0,15
1,144.487064,646,0,15
1,144.49272,92,0,15
1,144.49272,93,0,15
1,144.493186,93,0,15
1,144.493898,54,1,6
1,144.493993,54,1,6
1,144.494023,54,1,6
1,144.494048,54,1,6
1,144.499857,54,1,6
1,144.499944,54,1,6
1,144.499975,93,0,15
1,144.51442,92,1,6
1,145.188343,1466,1,6
1,145.188437,1090,0,15
1,145.188469,1466,1,6
1,145.188493,559,0,15
1,145.202155,92,1,6
1,145.202155,92,1,6
1,145.202643,92,1,6
1,145.38356,604,0,15
1,145.384847,130,0,15
1,145.386748,553,0,15
1,145.387057,95,0,15
1,145.387365,54,1,6
1,145.388059,584,0,15
1,145.38848,130,0,15
1,145.391321,54,1,6
1,145.391579,92,0,15
1,145.391985,93,0,15
1,145.391995,93,0,15
1,145.393449,54,1,6
1,145.397265,54,1,6
1,145.397332,93,0,15
1,145.402383,1466,0,15
1,145.40258,1466,0,15
1,145.403642,1466,0,15
1,145.404282,1441,0,11
1,145.404282,400,0,15
1,145.404282,1466,0,11
1,145.404282,160,0,15
1,145.40431,809,0,15
1,145.406973,54,1,6
1,145.407061,54,1,6
1,145.407095,54,1,6
1,145.40713,54,1,6
1,145.407163,54,1,6
1,145.407202,54,1,6
1,145.407244,54,1,6
1,145.408972,92,0,15
1,145.409193,93,0,15
1,145.412886,54,1,6
1,145.417588,92,1,6
1,146.177539,1466,1,6
1,146.177636,914,0,15
1,146.177705,1466,1,6
1,146.177757,1466,1,6
1,146.177787,575,0,15
1,146.189771,92,1,6
1,146.189771,92,1,6
1,146.190096,92,1,6
1,146.266123,609,0,15
1,146.266123,130,0,15
1,146.268387,553,0,15
1,146.268581,95,0,15
1,146.269571,54,1,6
1,146.273523,54,1,6
1,146.273761,92,0,15
1,146.274165,93,0,15
1,146.274196,93,0,15
1,146.280046,54,1,6
1,146.280102,93,0,15
1,146.294222,92,1,6
1,146.384108,583,0,15
1,146.384108,130,0,15
1,146.388056,54,1,6
1,146.398623,1466,0,15
1,146.398876,1466,0,15
1,146.399354,1466,0,15
1,146.400126,1466,0,15
1,146.400126,845,0,11
1,146.400345,777,0,15
1,146.400357,944,0,15
1,146.40305,54,1,6
1,146.40461,92,0,15
1,146.404933,93,0,15
1,146.405286,93,0,15
1,146.407049,54,1,6
1,146.407144,54,1,6
1,146.41101,54,1,6
1,146.411059,54,1,6
1,146.411078,93,0,15
1,146.426079,92,1,6
1,147.147978,1466,1,6
1,147.148062,947,0,15
1,147.148083,1466,1,6
1,147.148099,559,0,15
1,147.162141,92,1,6
1,147.162141,92,1,6
1,147.162573,92,1,6
1,147.344017,605,0,15
1,147.344017,130,0,15
1,147.349727,54,1,6
1,147.360513,1466,0,15
1,147.360513,1466,0,15
1,147.360513,1466,0,15
1,147.360513,1466,0,15
1,147.360513,1466,0,11
1,147.360513,207,0,15
1,147.360513,1399,0,11
1,147.361107,157,0,15
1,147.361733,208,0,15
1,147.361733,1214,0,15
1,147.361733,862,0,15
1,147.364527,54,1,6
1,147.364611,54,1,6
1,147.36464,54,1,6
1,147.364656,54,1,6
1,147.366396,54,1,6
1,147.36715,1312,0,10
1,147.36715,92,0,15
1,147.367164,93,0,15
1,147.367319,93,0,15
1,147.372259,54,1,6
1,147.372341,54,1,6
1,147.372377,93,0,15
