Website,Packets,Bytes,Total Packets,Percent Filtered,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Duration,Bits/s A → B,Bits/s B → A
wikipedia.csv,1,718,21,4.76,1,718,0,0,0.0727429999988089,78962,0
wikipedia.csv,1,722,2118,0.05,1,722,0,0,42.12332799999968,137,0
wikipedia.csv,1,718,22,4.55,1,718,0,0,0.0780660000000352,73578,0
wikipedia.csv,1,718,21,4.76,1,718,0,0,0.0635990000009769,90315,0
wikipedia.csv,1,719,21,4.76,1,719,0,0,0.0657159999991563,87528,0
wikipedia.csv,1,718,820,0.12,1,718,0,0,13.432066999999734,427,0
wikipedia.csv,1,718,1233,0.08,1,718,0,0,55.62904999999955,103,0
wikipedia.csv,1,722,473,0.21,1,722,0,0,18.30077800000072,315,0
wikipedia.csv,1,718,22,4.55,1,718,0,0,0.0814270000009855,70541,0
wikipedia.csv,1,718,22,4.55,1,718,0,0,0.0755489999992278,76030,0
wikipedia.csv,1,722,1321,0.08,1,722,0,0,23.370985999999903,247,0
wikipedia.csv,1,718,23,4.35,1,718,0,0,0.076350999999704,75231,0
wikipedia.csv,1,718,21,4.76,1,718,0,0,0.0762490000015532,75332,0
wikipedia.csv,1,722,1558,0.06,1,722,0,0,39.55637500000012,146,0
wikipedia.csv,1,718,21,4.76,1,718,0,0,0.0781169999991107,73530,0
wikipedia.csv,1,718,23,4.35,1,718,0,0,0.076866000001246,74727,0
wikipedia.csv,1,718,28,3.57,1,718,0,0,1.7024810000002617,3373,0
wikipedia.csv,1,722,1241,0.08,1,722,0,0,34.85338600000068,165,0
wikipedia.csv,1,718,21,4.76,1,718,0,0,0.0925640000004932,62054,0
wikipedia.csv,1,718,21,4.76,1,718,0,0,0.0820240000011836,70028,0
wikipedia.csv,1,722,587,0.17,1,722,0,0,23.475006000000576,246,0
wikipedia.csv,1,718,22,4.55,1,718,0,0,0.074466999998549,77134,0
wikipedia.csv,1,718,22,4.55,1,718,0,0,0.0741269999998621,77488,0
wikipedia.csv,1,722,1270,0.08,1,722,0,0,50.85628600000018,113,0
wikipedia.csv,1,718,21,4.76,1,718,0,0,0.0701669999998557,81861,0
wikipedia.csv,1,718,21,4.76,1,718,0,0,0.0779579999998532,73680,0
wikipedia.csv,1,722,730,0.14,1,722,0,0,15.439746000000014,374,0
wikipedia.csv,1,718,22,4.55,1,718,0,0,0.0773079999999026,74300,0
wikipedia.csv,1,718,23,4.35,1,718,0,0,0.0748419999999896,76748,0
wikipedia.csv,1,722,866,0.12,1,722,0,0,18.368852999999945,314,0
wikipedia.csv,1,718,21,4.76,1,718,0,0,0.081399999999121,70565,0
wikipedia.csv,1,718,21,4.76,1,718,0,0,0.0855830000000423,67116,0
wikipedia.csv,1,722,1851,0.05,1,722,0,0,34.77887499999997,166,0
wikipedia.csv,1,718,22,4.55,1,718,0,0,0.0905320000001665,63447,0
wikipedia.csv,1,718,21,4.76,1,718,0,0,0.0904659999996511,63493,0
wikipedia.csv,1,722,1289,0.08,1,722,0,0,34.95551699999851,165,0
wikipedia.csv,1,718,21,4.76,1,718,0,0,0.0732049999987793,78464,0
wikipedia.csv,1,718,20,5.0,1,718,0,0,0.0773399999998218,74269,0
wikipedia.csv,1,718,1960,0.05,1,718,0,0,13.7554540000001,417,0
youtube.csv,1,717,8021,0.01,1,717,0,0,247.348418,23,0
youtube.csv,1,722,132,0.76,1,722,0,0,243.547009,23,0
youtube.csv,1,1466,30,3.33,0,0,1,1466,0.1177980000000005,0,99560
youtube.csv,1,737,42,2.38,1,737,0,0,177.387593,33,0
youtube.csv,1,707,8852,0.01,1,707,0,0,156.273824,36,0
youtube.csv,1,703,40,2.5,1,703,0,0,149.351048,37,0
youtube.csv,1,727,156,0.64,1,727,0,0,139.385764,41,0
youtube.csv,1,727,187,0.53,1,727,0,0,139.29181899999998,41,0
youtube.csv,1,717,2719,0.04,1,717,0,0,113.802616,50,0
youtube.csv,1,722,50,2.0,1,722,0,0,110.210171,52,0
youtube.csv,1,737,28,3.57,1,737,0,0,28.52019300000001,206,0
youtube.csv,1,717,2714,0.04,1,717,0,0,128.417935,44,0
youtube.csv,1,737,38,2.63,1,737,0,0,124.47966499999995,47,0
youtube.csv,1,722,43,2.33,1,722,0,0,123.802906,46,0
youtube.csv,1,717,1994,0.05,1,717,0,0,109.17224799999995,52,0
youtube.csv,1,722,41,2.44,1,722,0,0,105.66533100000004,54,0
youtube.csv,1,717,1620,0.06,1,717,0,0,34.01705700000002,168,0
youtube.csv,1,722,37,2.7,1,722,0,0,29.99339199999997,192,0
youtube.csv,1,717,1786,0.06,1,717,0,0,419.0443900000001,13,0
youtube.csv,1,722,67,1.49,1,722,0,0,213.58237600000007,27,0
youtube.csv,1,737,21,4.76,1,737,0,0,0.0849259999999958,69425,0
youtube.csv,1,1466,31,3.23,0,0,1,1466,0.1161529999999402,0,100970
youtube.csv,1,717,4136,0.02,1,717,0,0,494.401562,11,0
youtube.csv,1,722,45,2.22,1,722,0,0,170.29148499999997,33,0
youtube.csv,1,737,43,2.33,1,737,0,0,269.6256920000001,21,0
youtube.csv,1,1292,65,1.54,1,1292,0,0,183.732399,56,0
youtube.csv,1,717,5795,0.02,1,717,0,0,136.9951450000001,41,0
youtube.csv,1,722,44,2.27,1,722,0,0,132.9953300000002,43,0
youtube.csv,1,717,1330,0.08,1,717,0,0,80.506212,71,0
youtube.csv,1,722,39,2.56,1,722,0,0,76.51662099999999,75,0
youtube.csv,2,2932,37,5.41,0,0,2,2932,0.1279750000001058,0,183285
youtube.csv,1,717,6140,0.02,1,717,0,0,725.5867560000002,7,0
youtube.csv,1,722,61,1.64,1,722,0,0,247.46225100000012,23,0
youtube.csv,1,737,37,2.7,1,737,0,0,170.85000600000012,34,0
youtube.csv,1,1292,37,2.7,1,1292,0,0,43.58174299999973,237,0
youtube.csv,1,717,1856,0.05,1,717,0,0,169.34419700000035,33,0
youtube.csv,1,722,45,2.22,1,722,0,0,163.17877700000008,35,0
youtube.csv,1,1466,30,3.33,0,0,1,1466,0.1140259999997397,0,102853
youtube.csv,1,717,14542,0.01,1,717,0,0,2527.741813,2,0
youtube.csv,1,722,46,2.17,1,722,0,0,170.3354529999997,33,0
youtube.csv,1,1292,64,1.56,1,1292,0,0,252.8317219999999,40,0
youtube.csv,1,737,35,2.86,1,737,0,0,170.28933800000004,34,0
youtube.csv,1,717,77,1.3,1,717,0,0,171.4980019999998,33,0
youtube.csv,1,1466,33,3.03,0,0,1,1466,0.1137780000003658,0,103077
youtube.csv,1,1292,42,2.38,1,1292,0,0,170.27694699999984,60,0
youtube.csv,1,1307,115,0.87,1,1307,0,0,174.9223179999999,59,0
youtube.csv,1,1287,70,1.43,1,1287,0,0,171.00688999999966,60,0
youtube.csv,1,1292,43,2.33,1,1292,0,0,170.55074700000023,60,0
youtube.csv,1,1466,31,3.23,0,0,1,1466,0.1102449999998498,0,106381
youtube.csv,1,1292,44,2.27,1,1292,0,0,170.7559940000001,60,0
youtube.csv,1,1292,36,2.78,1,1292,0,0,7.298659000000043,1416,0
youtube.csv,1,717,1495,0.07,1,717,0,0,190.0365109999993,30,0
youtube.csv,1,722,44,2.27,1,722,0,0,170.6446560000004,33,0
youtube.csv,1,1466,29,3.45,0,0,1,1466,0.1197820000006686,0,97911
youtube.csv,1,717,1854,0.05,1,717,0,0,145.2178560000002,39,0
youtube.csv,1,722,56,1.79,1,722,0,0,141.9769299999998,40,0
youtube.csv,2,1434,3031,0.07,2,1434,0,0,477.50612400000045,24,0
youtube.csv,1,722,44,2.27,1,722,0,0,170.44995199999994,33,0
youtube.csv,1,737,36,2.78,1,737,0,0,78.6641410000002,74,0
youtube.csv,1,717,2831,0.04,1,717,0,0,572.8663820000002,10,0
youtube.csv,1,722,55,1.82,1,722,0,0,170.76461699999982,33,0
youtube.csv,1,737,35,2.86,1,737,0,0,171.0519059999997,34,0
youtube.csv,1,1466,30,3.33,0,0,1,1466,0.0925470000001951,0,126724
youtube.csv,1,717,3611,0.03,1,717,0,0,249.40931099999943,22,0
youtube.csv,1,722,57,1.75,1,722,0,0,191.35376600000015,30,0
youtube.csv,1,717,74,1.35,1,717,0,0,75.96076300000004,75,0
youtube.csv,1,717,2347,0.04,1,717,0,0,338.0773509999999,16,0
youtube.csv,1,722,44,2.27,1,722,0,0,170.53211400000055,33,0
youtube.csv,1,1466,30,3.33,0,0,1,1466,0.1152289999999993,0,101779
youtube.csv,1,717,2347,0.04,1,717,0,0,597.6966360000006,9,0
youtube.csv,1,722,59,1.69,1,722,0,0,171.87716,33,0
youtube.csv,1,737,35,2.86,1,737,0,0,170.0934070000003,34,0
youtube.csv,1,717,158,0.63,1,717,0,0,181.1501170000001,31,0
youtube.csv,1,1292,42,2.38,1,1292,0,0,171.11070800000016,60,0
youtube.csv,1,1466,30,3.33,0,0,1,1466,0.1043280000003505,0,112414
youtube.csv,1,1287,70,1.43,1,1287,0,0,214.28974599999856,48,0
youtube.csv,1,1292,42,2.38,1,1292,0,0,170.21890799999892,60,0
youtube.csv,1,1466,30,3.33,0,0,1,1466,0.1302770000002056,0,90023
youtube.csv,1,1287,74,1.35,1,1287,0,0,290.22457100000065,35,0
youtube.csv,1,1292,42,2.38,1,1292,0,0,170.272465,60,0
youtube.csv,1,1287,67,1.49,1,1287,0,0,150.61673800000062,68,0
youtube.csv,1,717,1471,0.07,1,717,0,0,33.31985199999872,172,0
youtube.csv,1,722,53,1.89,1,722,0,0,29.79029100000116,193,0
youtube.csv,1,717,1160,0.09,1,717,0,0,188.30014200000005,30,0
youtube.csv,1,737,112,0.89,1,737,0,0,173.85894499999995,33,0
youtube.csv,1,737,21,4.76,1,737,0,0,0.0846870000004855,69621,0
youtube.csv,1,722,45,2.22,1,722,0,0,171.0218359999999,33,0
youtube.csv,1,1466,30,3.33,0,0,1,1466,0.1383690000002388,0,84758
youtube.csv,1,717,5447,0.02,1,717,0,0,575.4281780000001,9,0
youtube.csv,1,722,45,2.22,1,722,0,0,170.82893999999942,33,0
youtube.csv,1,1292,59,1.69,1,1292,0,0,244.42046699999992,42,0
youtube.csv,1,737,443,0.23,1,737,0,0,152.97982500000035,38,0
youtube.csv,1,737,21,4.76,1,737,0,0,0.0891380000011849,66144,0
youtube.csv,1,717,3064,0.03,1,717,0,0,148.2963980000004,38,0
youtube.csv,1,722,44,2.27,1,722,0,0,144.47298299999966,39,0
youtube.csv,1,1466,30,3.33,0,0,1,1466,0.1137720000006083,0,103083
youtube.csv,1,717,2717,0.04,1,717,0,0,132.47021900000072,43,0
youtube.csv,1,737,50,2.0,1,737,0,0,129.23743399999876,45,0
youtube.csv,1,722,21,4.76,1,722,0,0,0.08113400000002,71190,0
youtube.csv,1,717,1590,0.06,1,717,0,0,91.96374800000012,62,0
youtube.csv,1,722,61,1.64,1,722,0,0,87.7490310000012,65,0
youtube.csv,1,717,158,0.63,1,717,0,0,50.74620099999993,113,0
