Website,Length,Protocol,Info
github.csv,54,TCP,56542  >  443 [ACK] Seq=204649 Ack=9095242 Win=263680 Len=0
github.csv,804,TLSv1.3,Application Data
github.csv,92,TCP,443  >  56542 [ACK] Seq=9095242 Ack=205399 Win=732160 Len=0
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,100,TLSv1.3,Application Data
github.csv,54,TCP,56542  >  443 [ACK] Seq=205399 Ack=9098114 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=205399 Ack=9099596 Win=264192 Len=0
github.csv,869,TLSv1.3,Application Data
github.csv,667,TLSv1.3,Application Data
github.csv,207,TLSv1.3,Application Data
github.csv,200,TLSv1.3,Application Data
github.csv,198,TLSv1.3,Application Data
github.csv,100,TCP,"[TCP Spurious Retransmission] 443  >  56542 [PSH, ACK] Seq=9099550 Ack=205399 Win=732160 Len=46 [TCP segment of a reassembled PDU]"
github.csv,66,TCP,[TCP Dup ACK 43058#1] 56542  >  443 [ACK] Seq=207270 Ack=9099596 Win=264192 Len=0 SLE=9099550 SRE=9099596
github.csv,92,TCP,443  >  56542 [ACK] Seq=9099596 Ack=206214 Win=735232 Len=0
github.csv,92,TCP,443  >  56542 [ACK] Seq=9099596 Ack=207126 Win=738304 Len=0
github.csv,92,TCP,443  >  56542 [ACK] Seq=9099596 Ack=207270 Win=738304 Len=0
github.csv,192,TLSv1.3,Application Data
github.csv,243,TLSv1.3,Application Data
github.csv,196,TLSv1.3,Application Data
github.csv,188,TLSv1.3,Application Data
github.csv,242,TLSv1.3,Application Data
github.csv,282,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,203,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1484,TLSv1.3,"Application Data, Application Data"
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,92,TLSv1.3,Application Data
github.csv,92,TCP,443  >  56542 [ACK] Seq=9112673 Ack=207408 Win=738304 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208289 Ack=9101032 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208289 Ack=9102468 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208289 Ack=9103904 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208289 Ack=9104053 Win=263936 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208289 Ack=9105489 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208289 Ack=9106925 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208289 Ack=9109791 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208289 Ack=9111227 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208289 Ack=9112663 Win=264192 Len=0
github.csv,92,TCP,443  >  56542 [ACK] Seq=9112673 Ack=207873 Win=738304 Len=0
github.csv,168,TLSv1.3,Application Data
github.csv,170,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9114109 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9115545 Win=264192 Len=0
github.csv,1418,TLSv1.3,"Application Data, Application Data"
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1404,TLSv1.3,"Application Data, Application Data"
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9118345 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9119781 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9121131 Win=262656 Len=0
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1400,TLSv1.3,"Application Data, Application Data"
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9122567 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9124003 Win=264192 Len=0
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1424,TLSv1.3,"Application Data, Application Data"
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1323,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1486,TLSv1.3,"Application Data, Application Data"
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9126785 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9128221 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9129591 Win=262656 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9131027 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9132463 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9135168 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9136604 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9138036 Win=262656 Len=0
github.csv,92,TCP,443  >  56542 [ACK] Seq=9138036 Ack=208519 Win=744448 Len=0
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1486,TLSv1.3,"Application Data, Application Data"
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9140908 Win=264192 Len=0
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,297,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9143776 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9146648 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9149520 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9151199 Win=264192 Len=0
github.csv,1490,TLSv1.3,Application Data
github.csv,1486,TLSv1.3,"Application Data, Application Data"
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9154071 Win=264192 Len=0
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1480,TLSv1.3,"Application Data, Application Data"
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9156939 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=208519 Ack=9159801 Win=264192 Len=0
github.csv,751,TLSv1.3,Application Data
github.csv,89,TLSv1.3,Application Data
github.csv,92,TCP,443  >  56542 [ACK] Seq=9159801 Ack=209251 Win=746496 Len=0
github.csv,166,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,290,TLSv1.3,Application Data
github.csv,54,TCP,56542  >  443 [ACK] Seq=209363 Ack=9161473 Win=264192 Len=0
github.csv,206,TLSv1.3,Application Data
github.csv,92,TCP,443  >  56542 [ACK] Seq=9161473 Ack=209515 Win=746496 Len=0
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,92,TLSv1.3,Application Data
github.csv,54,TCP,56542  >  443 [ACK] Seq=209515 Ack=9164345 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=209515 Ack=9165783 Win=264192 Len=0
github.csv,886,TLSv1.3,Application Data
github.csv,92,TCP,443  >  56542 [ACK] Seq=9165783 Ack=210347 Win=749568 Len=0
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1094,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,"Application Data, Application Data"
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,92,TLSv1.3,Application Data
github.csv,54,TCP,56542  >  443 [ACK] Seq=210347 Ack=9168655 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=210347 Ack=9171527 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=210347 Ack=9174399 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=210347 Ack=9177271 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=210347 Ack=9179747 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=210347 Ack=9182619 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=210347 Ack=9185491 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=210347 Ack=9188363 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=210347 Ack=9191235 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=210347 Ack=9194107 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=210347 Ack=9196979 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=210347 Ack=9199851 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=210347 Ack=9202723 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=210347 Ack=9205595 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=210347 Ack=9208467 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=210347 Ack=9211339 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=210347 Ack=9214211 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=210347 Ack=9217083 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=210347 Ack=9219955 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=210347 Ack=9222827 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=210347 Ack=9222861 Win=263936 Len=0
github.csv,1294,TLSv1.3,Application Data
github.csv,92,TCP,443  >  56542 [ACK] Seq=9222861 Ack=211587 Win=752640 Len=0
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1418,TLSv1.3,"Application Data, Application Data"
github.csv,54,TCP,56542  >  443 [ACK] Seq=211587 Ack=9225733 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=211587 Ack=9227097 Win=262656 Len=0
github.csv,795,TLSv1.3,Application Data
github.csv,92,TCP,443  >  56542 [ACK] Seq=9227097 Ack=212328 Win=755712 Len=0
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1047,TLSv1.3,Application Data
github.csv,54,TCP,56542  >  443 [ACK] Seq=212328 Ack=9229969 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=212328 Ack=9232841 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=212328 Ack=9233834 Win=263168 Len=0
github.csv,769,TLSv1.3,Application Data
github.csv,92,TCP,443  >  56542 [ACK] Seq=9233834 Ack=213043 Win=758784 Len=0
github.csv,221,TLSv1.3,Application Data
github.csv,92,TCP,443  >  56542 [ACK] Seq=9233834 Ack=213210 Win=758784 Len=0
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1384,TLSv1.3,"Application Data, Application Data"
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9236706 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9239578 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9240908 Win=262656 Len=0
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,"Application Data, Application Data"
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,"Application Data, Application Data"
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,"Application Data, Application Data"
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,664,TLSv1.3,Application Data
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9243780 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9246652 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9249524 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9252396 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9255268 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9258140 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9261012 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9263884 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9266756 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9269628 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9272500 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9275372 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9278244 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9281116 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9283988 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9286860 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9289732 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9292604 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9295476 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=213210 Ack=9297522 Win=264192 Len=0
github.csv,721,TLSv1.3,Application Data
github.csv,688,TLSv1.3,Application Data
github.csv,92,TCP,443  >  56542 [ACK] Seq=9297522 Ack=213877 Win=760832 Len=0
github.csv,92,TCP,443  >  56542 [ACK] Seq=9297522 Ack=214511 Win=763904 Len=0
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1408,TLSv1.3,"Application Data, Application Data"
github.csv,54,TCP,56542  >  443 [ACK] Seq=214511 Ack=9300394 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=214511 Ack=9301748 Win=262656 Len=0
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,945,TLSv1.3,"Application Data, Application Data"
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,1490,TLSv1.3,Application Data
github.csv,673,TLSv1.3,Application Data
github.csv,54,TCP,56542  >  443 [ACK] Seq=214511 Ack=9304620 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=214511 Ack=9307492 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=214511 Ack=9310364 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=214511 Ack=9313236 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=214511 Ack=9316108 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=214511 Ack=9318980 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=214511 Ack=9321852 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=214511 Ack=9324179 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=214511 Ack=9327051 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=214511 Ack=9329923 Win=264192 Len=0
github.csv,54,TCP,56542  >  443 [ACK] Seq=214511 Ack=9330542 Win=263424 Len=0
github.csv,93,TLSv1.3,Application Data
github.csv,78,TLSv1.3,Application Data
github.csv,54,TCP,56542  >  443 [ACK] Seq=214511 Ack=9330606 Win=263424 Len=0
github.csv,93,TLSv1.3,Application Data
github.csv,78,TLSv1.3,Application Data
github.csv,54,TCP,"56542  >  443 [FIN, ACK] Seq=214574 Ack=9330606 Win=263424 Len=0"
github.csv,54,TCP,443  >  56542 [RST] Seq=9330606 Win=0 Len=0
github.csv,54,TCP,443  >  56542 [RST] Seq=9330606 Win=0 Len=0
github.csv,54,TCP,443  >  56542 [RST] Seq=9330606 Win=0 Len=0
google.csv,66,TCP,56212  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
google.csv,66,TCP,"443  >  56212 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
google.csv,54,TCP,56212  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0
google.csv,716,TLSv1.3,Client Hello (SNI=www.google.com)
google.csv,54,TCP,443  >  56212 [ACK] Seq=1 Ack=663 Win=67072 Len=0
google.csv,1466,TLSv1.3,"Server Hello, Change Cipher Spec"
google.csv,1466,TCP,"443  >  56212 [PSH, ACK] Seq=1413 Ack=663 Win=67072 Len=1412 [TCP segment of a reassembled PDU]"
google.csv,1466,TCP,443  >  56212 [ACK] Seq=2825 Ack=663 Win=67072 Len=1412 [TCP segment of a reassembled PDU]
google.csv,109,TLSv1.3,Application Data
google.csv,54,TCP,56212  >  443 [ACK] Seq=663 Ack=2825 Win=131072 Len=0
google.csv,54,TCP,56212  >  443 [ACK] Seq=663 Ack=4292 Win=131072 Len=0
google.csv,118,TLSv1.3,"Change Cipher Spec, Application Data"
google.csv,224,TLSv1.3,Application Data
google.csv,1466,TCP,56212  >  443 [ACK] Seq=897 Ack=4292 Win=131072 Len=1412 [TCP segment of a reassembled PDU]
google.csv,830,TLSv1.3,Application Data
google.csv,92,TCP,443  >  56212 [ACK] Seq=4292 Ack=897 Win=68352 Len=0
google.csv,92,TCP,443  >  56212 [ACK] Seq=4292 Ack=3085 Win=73984 Len=0
google.csv,668,TLSv1.3,"Application Data, Application Data"
google.csv,93,TLSv1.3,Application Data
google.csv,54,TCP,56212  >  443 [ACK] Seq=3085 Ack=4937 Win=130560 Len=0
google.csv,85,TLSv1.3,Application Data
google.csv,92,TCP,443  >  56212 [ACK] Seq=4937 Ack=3116 Win=73984 Len=0
google.csv,1279,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=7574 Win=131072 Len=0
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=10398 Win=131072 Len=0
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=13222 Win=131072 Len=0
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=16046 Win=131072 Len=0
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=18870 Win=131072 Len=0
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=21694 Win=131072 Len=0
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=24518 Win=131072 Len=0
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=27342 Win=131072 Len=0
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=30166 Win=131072 Len=0
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=32990 Win=131072 Len=0
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=35814 Win=131072 Len=0
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=38638 Win=131072 Len=0
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,"Application Data, Application Data, Application Data"
google.csv,1466,TLSv1.3,Application Data
google.csv,1466,TLSv1.3,Application Data
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=41462 Win=131072 Len=0
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=44286 Win=131072 Len=0
google.csv,1466,TLSv1.3,Application Data
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=47110 Win=131072 Len=0
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=49934 Win=131072 Len=0
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=52758 Win=131072 Len=0
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=55582 Win=131072 Len=0
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=58406 Win=131072 Len=0
google.csv,1466,TLSv1.3,Application Data
google.csv,797,TLSv1.3,"Application Data, Application Data, Application Data"
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=61230 Win=131072 Len=0
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=64054 Win=131072 Len=0
google.csv,54,TCP,56212  >  443 [ACK] Seq=3116 Ack=66878 Win=131072 Len=0
google.csv,93,TLSv1.3,Application Data
google.csv,92,TCP,443  >  56212 [ACK] Seq=67621 Ack=3155 Win=73984 Len=0
google.csv,722,TLSv1.3,Application Data
google.csv,89,TLSv1.3,Application Data
google.csv,92,TCP,443  >  56212 [ACK] Seq=67621 Ack=3823 Win=76800 Len=0
google.csv,92,TCP,443  >  56212 [ACK] Seq=67621 Ack=3858 Win=76800 Len=0
google.csv,1466,TCP,56212  >  443 [ACK] Seq=3858 Ack=67621 Win=130560 Len=1412 [TCP segment of a reassembled PDU]
google.csv,255,TLSv1.3,Application Data
google.csv,393,TLSv1.3,Application Data
google.csv,89,TLSv1.3,Application Data
google.csv,92,TCP,443  >  56212 [ACK] Seq=67621 Ack=5270 Win=79616 Len=0
google.csv,92,TCP,443  >  56212 [ACK] Seq=67621 Ack=5471 Win=82432 Len=0
google.csv,92,TCP,443  >  56212 [ACK] Seq=67621 Ack=5810 Win=85248 Len=0
google.csv,92,TCP,443  >  56212 [ACK] Seq=67621 Ack=5845 Win=85248 Len=0
google.csv,706,TLSv1.3,Application Data
google.csv,92,TCP,443  >  56212 [ACK] Seq=67621 Ack=6497 Win=88064 Len=0
google.csv,776,TLSv1.3,Application Data
