Website,Length,Protocol,Info
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4372833 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4374273 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4375713 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4377153 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4378593 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4380033 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4381473 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4382913 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4384353 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4385793 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TLSv1.3,Application Data
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4388673 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4390113 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4391553 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4392993 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4394433 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4395873 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4397313 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4398753 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4400193 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4401633 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1186,TLSv1.3,Application Data
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4404205 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4405645 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4407085 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4408525 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4409965 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4411405 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4412845 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4414285 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4415725 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4417165 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4418605 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TLSv1.3,Application Data
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4421485 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4028885 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4031765 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4034645 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4037525 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4040405 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4043285 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4046165 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4049045 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4051925 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4054805 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4057685 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4060257 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4063137 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4066017 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4068897 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4071777 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4074657 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4077537 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4080417 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4083297 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4086177 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4089057 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4091937 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4094817 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4097697 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4100577 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4103457 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4106337 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4109217 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4112097 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4114977 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4117857 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4120737 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4123617 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4126497 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4129377 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4132257 Win=1059840 Len=0
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4422925 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4424365 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4425805 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4427245 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4428685 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TLSv1.3,"Application Data, Application Data"
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4431565 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4433005 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4434445 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4435885 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4437325 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4438765 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4440205 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4441645 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4443085 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4444525 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TLSv1.3,Application Data
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4447405 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4448845 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4450285 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4451725 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4453165 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4454605 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4456045 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4457485 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4458925 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4460365 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,670,TCP,"443  >  57472 [PSH, ACK] Seq=4461805 Ack=34195 Win=267264 Len=616 [TCP segment of a reassembled PDU]"
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4135137 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4138017 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4140897 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4143777 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4146657 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4149537 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4152417 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4155297 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4158177 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4161057 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4163937 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4166817 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4169697 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4172577 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4175457 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4178337 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4181217 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4184097 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4186977 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4189857 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4192737 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4195617 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4198497 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4200567 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4203447 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4206327 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4209207 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4212087 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4214967 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4216973 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4219853 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4222733 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4225613 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4228493 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4231373 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4233379 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4236259 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4239139 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4242019 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4244899 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4247779 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4250659 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4253539 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4256419 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4259299 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4262179 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4265059 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4267631 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4270511 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4272078 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4274958 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4277838 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4280718 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4283598 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4286478 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4288484 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4291364 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4293761 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4296641 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4299521 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4302401 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4305281 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4308161 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4310167 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4313047 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4315927 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4318807 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4321687 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34195 Ack=4324567 Win=1059840 Len=0
reuters.csv,89,TLSv1.3,Application Data
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4328887 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4330327 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4331767 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4333207 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4334647 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4336087 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4337527 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4338967 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4340407 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4341539 Win=1058560 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4342979 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4344419 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4345859 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4347299 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4348739 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4350179 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4351619 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4353059 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4354499 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4355939 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4357379 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4358819 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4360259 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4361699 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4363139 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4364579 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4366019 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4367459 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4368899 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4370339 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4372833 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4374273 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4375713 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4377153 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4378593 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4380033 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4381473 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4382913 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4384353 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4385793 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4387233 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4388673 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4390113 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4391553 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4392993 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4394433 Win=1059840 Len=0
reuters.csv,1494,TLSv1.3,Application Data
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4395873 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4397313 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4398753 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4400193 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4401633 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4403073 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4404205 Win=1058560 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4405645 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4407085 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4408525 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4409965 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4411405 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4412845 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4414285 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4415725 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4417165 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4418605 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4420045 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4421485 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4422925 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4424365 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4425805 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4427245 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4428685 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4430125 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4431565 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4433005 Win=1059840 Len=0
reuters.csv,54,TCP,57472  >  443 [ACK] Seq=34230 Ack=4434445 Win=1059840 Len=0
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4463861 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,310,TCP,"443  >  57472 [PSH, ACK] Seq=4465301 Ack=34195 Win=267264 Len=256 [TCP segment of a reassembled PDU]"
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4465557 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4466997 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
reuters.csv,1494,TCP,443  >  57472 [ACK] Seq=4468437 Ack=34195 Win=267264 Len=1440 [TCP segment of a reassembled PDU]
